precinct,pri_dem_CLINTON,pri_dem_O'MAILEY,pri_dem_SANDERS,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CHRISTIE,pri_rep_CRUZ,pri_rep_FIORINA,pri_rep_GILMORE,pri_rep_GRAHAM,pri_rep_HUCKABEE,pri_rep_KASICH,pri_rep_PATAKI,pri_rep_PAUL,pri_rep_RUBIO,pri_rep_SANTORUM,pri_rep_TRUMP
MACONCOUNTY FAIRGROUNDS,53,0,22,3,27,1,86,0,0,0,0,4,0,1,50,0,186
MACONCOUNTY WELCOME CENTER,27,0,16,2,26,0,105,0,0,0,2,6,0,1,45,0,211
MADISON2-3 TIGRETT MIDDLE,196,0,89,6,47,1,119,1,1,0,1,30,0,1,139,0,154
MARSHALL6 WEST HILLS,88,1,54,4,35,1,96,0,0,0,0,5,0,0,36,0,181
MAURYCOLLEGE HILL 3-1-7,0,0,0,1,2,0,23,0,0,0,0,0,0,0,9,0,25
MAURYHAMPSHIRE 7-2-7,0,0,0,1,24,0,120,0,0,0,1,6,0,0,28,0,147
MAURYMT. PLEASANT 10-1-7,0,0,0,0,3,0,4,0,0,0,0,0,0,0,1,0,5
MAURYST. CATHERINE 4-1-7,0,0,0,2,27,0,109,0,0,0,0,9,0,1,63,0,124
MAURYWEST END 1-2-7,0,0,0,3,35,0,87,0,0,0,1,19,1,0,74,0,122
MCMINNCLAXTON,26,0,13,2,33,1,110,0,0,0,1,10,0,2,52,1,204
MONROEBALLPLAY,50,1,47,20,24,1,117,2,0,2,3,4,1,1,42,1,238
MONROEBROAD ST,117,2,42,18,62,0,113,0,2,0,3,39,0,3,109,0,213
MONROEBROWN,52,1,30,7,32,2,78,0,0,0,3,24,0,1,58,0,174
MONROECOKER CREEK,29,2,15,7,37,1,120,1,0,0,4,13,0,1,79,0,155
MONROEELECTION COMMISSION,179,4,72,27,74,6,157,0,1,0,11,32,1,4,130,0,449
MONROEMADISONVILLE PRIMARY,100,5,53,19,41,3,148,2,1,0,1,10,0,1,110,0,374
MONROENOTCHEY CREEK,95,5,37,11,36,1,90,0,1,0,7,12,0,3,57,1,303
MONROERURAL VALE,36,3,25,8,32,1,82,0,1,1,2,4,0,2,29,0,155
MONROESEQUOYAH HS,133,6,74,20,54,3,237,1,0,0,9,40,1,6,155,0,475
MONROESWEETWATER,170,4,85,25,80,3,212,0,0,0,2,26,0,3,144,1,480
MONROETELLICO,137,3,45,24,74,1,217,0,1,1,13,30,0,2,176,2,556
MONROEVONORE,106,4,51,17,47,2,172,1,0,0,1,74,0,3,192,0,380
MONROEVONORE CC,28,0,21,5,26,0,53,0,0,1,1,8,0,1,52,0,130
PERRYPAPER BALLOTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUTNAM4B MONTEREY,74,1,33,2,16,1,64,0,0,0,0,5,0,0,22,1,111
RHEA1-1 S.C.N.,63,0,26,9,32,1,130,1,1,0,5,14,0,0,100,0,295
RHEA2-1 S.C.S.,74,4,33,13,51,1,121,0,0,0,6,26,0,0,71,0,230
ROBERTSON01-1 EAST ROBERTSON,149,5,53,8,61,2,239,1,3,0,2,19,0,0,104,0,357
ROBERTSON02-1 WOODALL,113,2,94,1,94,2,297,0,0,0,1,19,0,0,157,0,341
ROBERTSON03-1 EBENEZER,57,1,34,2,34,0,148,0,0,0,0,14,0,0,60,0,177
ROBERTSON03-2 HERITAGE,48,0,42,2,57,0,176,0,0,1,0,13,0,0,111,0,228
ROBERTSON04-1 WATAUGA,151,2,88,7,89,1,307,0,0,0,1,21,0,2,150,0,341
ROBERTSON05-1 GREENBRIER,125,0,64,4,46,0,226,0,0,0,1,19,1,2,103,1,367
ROBERTSON06-1 COOPERTOWN,92,2,43,4,45,0,215,0,0,0,0,12,1,2,90,0,263
ROBERTSON06-2 MT. SHARON,61,0,46,4,39,0,145,1,0,0,1,12,1,1,52,0,189
ROBERTSON07-1 JO BYRNS,115,3,38,2,68,1,180,0,0,0,2,22,0,0,108,1,293
ROBERTSON07-2 STROUDSVILLE,38,0,22,2,26,0,78,0,0,0,0,8,0,1,45,0,102
ROBERTSON08-1 KRISLE,40,1,9,3,32,0,68,0,0,0,0,7,0,0,54,0,115
ROBERTSON08-2 HATS,45,0,16,0,14,1,66,0,0,0,0,5,0,1,35,0,126
ROBERTSON08-3 OWENS CHAPEL,67,2,35,2,22,0,132,0,0,0,0,12,0,2,56,0,175
ROBERTSON09-1 FAIR ASSOC.,194,2,50,6,62,1,210,0,0,0,2,26,0,0,116,0,259
RUTHERFORD1-APR,65,0,33,2,25,0,87,0,0,0,0,15,0,0,53,0,151
RUTHERFORD1-AUG,152,0,121,8,104,1,381,1,0,0,4,42,0,5,200,0,376
RUTHERFORD1-DEC,85,1,65,2,36,1,101,0,0,0,1,6,0,1,46,0,114
RUTHERFORD1-FEB,132,4,72,11,77,2,363,1,0,0,0,50,0,2,203,0,405
RUTHERFORD1-JAN,423,3,172,10,80,2,198,1,0,0,2,16,0,1,117,0,268
RUTHERFORD1-JUL,174,0,150,7,74,0,250,1,1,0,4,33,0,2,174,0,265
RUTHERFORD1-JUN,164,3,119,8,97,0,372,0,0,0,1,34,0,4,160,0,558
RUTHERFORD1-MAR,125,4,96,10,85,0,265,0,1,1,0,44,0,3,181,0,419
RUTHERFORD1-MAY,178,1,108,2,47,0,189,0,0,0,0,13,0,4,70,0,229
RUTHERFORD1-NOV,206,2,122,4,48,0,178,0,0,1,5,14,0,0,104,0,279
RUTHERFORD1-OCT,268,2,143,2,65,1,274,1,0,0,0,25,0,1,203,0,303
RUTHERFORD1-SEP,270,2,140,10,94,0,370,1,0,0,1,38,0,1,220,0,396
RUTHERFORD13-1,186,0,144,15,72,2,228,0,0,0,0,21,0,2,120,1,283
RUTHERFORD13-2,194,1,134,10,66,1,264,0,0,0,2,40,0,4,183,0,244
RUTHERFORD14-1,287,1,200,22,81,1,378,2,0,0,2,123,0,2,358,1,491
RUTHERFORD14-2,273,2,186,21,111,2,438,2,0,0,2,92,2,6,381,0,486
RUTHERFORD15-1,185,1,109,16,57,1,309,1,0,1,4,62,0,1,306,0,305
RUTHERFORD15-2,302,2,238,31,79,3,291,1,0,0,6,76,1,1,241,1,354
RUTHERFORD16-1,247,3,316,10,56,1,131,0,0,0,2,28,0,0,107,0,254
RUTHERFORD16-2,42,0,48,2,18,0,49,1,0,0,1,9,0,0,41,0,63
RUTHERFORD16-3,147,1,104,3,44,1,197,0,0,0,2,20,0,5,131,0,194
RUTHERFORD17-1,125,0,238,2,43,0,98,1,0,0,0,32,0,5,118,0,144
RUTHERFORD17-2,27,0,42,0,3,0,12,2,0,0,0,0,0,0,5,0,30
RUTHERFORD17-3,11,0,32,0,3,0,7,0,0,0,0,3,0,2,6,0,4
RUTHERFORD18-1,311,1,212,8,45,0,107,0,0,1,2,24,0,1,96,0,145
RUTHERFORD18-2,180,1,109,14,57,2,213,0,0,0,4,42,0,2,203,0,289
RUTHERFORD19-1,142,1,98,2,68,2,252,0,0,0,0,29,0,3,102,0,382
RUTHERFORD19-2,153,1,111,7,75,0,246,0,0,0,2,27,0,3,175,0,275
RUTHERFORD2-APR,85,0,64,2,29,0,101,0,0,0,0,29,0,0,109,0,102
RUTHERFORD2-AUG,73,4,28,1,31,0,97,1,0,0,1,7,0,0,43,0,146
RUTHERFORD2-DEC,129,2,88,6,41,3,133,0,1,1,0,12,0,0,69,2,209
RUTHERFORD2-FEB,162,1,117,6,79,0,368,2,0,0,2,29,0,3,180,0,383
RUTHERFORD2-JUL,239,2,177,14,128,2,327,0,0,0,1,56,0,3,287,0,412
RUTHERFORD2-JUN,186,2,148,8,109,0,335,1,0,1,5,30,0,4,196,1,379
RUTHERFORD2-MAR,141,1,94,7,71,1,228,0,0,0,2,13,0,2,160,0,322
RUTHERFORD2-MAY,216,0,99,4,28,0,93,0,0,0,0,10,0,1,40,0,131
RUTHERFORD2-NOV,202,0,111,8,60,0,216,0,0,0,1,20,0,4,122,1,270
RUTHERFORD2-OCT,196,1,129,6,77,0,267,0,0,0,0,32,0,1,152,0,328
RUTHERFORD2-SEP,179,4,123,9,101,1,330,1,0,0,3,40,0,2,220,0,418
RUTHERFORD20-1,179,0,146,9,128,3,490,0,0,0,6,50,0,2,348,0,410
RUTHERFORD20-2,199,3,179,9,105,3,414,1,0,0,2,43,1,2,280,0,388
RUTHERFORD21-1,236,3,266,8,34,0,100,0,0,1,0,23,0,4,78,1,140
RUTHERFORD21-2,219,1,160,9,71,0,293,1,0,0,0,39,0,4,206,1,324
RUTHERFORD3-APR,191,2,132,10,77,2,294,0,0,0,2,43,0,2,246,1,338
RUTHERFORD3-AUG,81,0,78,4,78,0,223,1,1,1,0,21,0,5,78,0,281
RUTHERFORD3-DEC,69,0,47,2,12,0,45,0,0,0,0,6,0,1,28,0,64
RUTHERFORD3-FEB,52,0,35,5,40,0,131,0,0,0,2,22,0,0,77,0,198
RUTHERFORD4-APR,60,1,84,2,16,0,71,2,0,0,3,4,0,2,36,0,86
RUTHERFORD4-AUG,98,0,55,3,50,0,184,0,0,0,1,16,0,5,120,0,200
SCOTT5-1 PINE HILL,16,1,13,1,11,0,27,0,0,0,1,1,0,1,20,0,58
SUMNER11-1 HUNTER,85,2,47,5,60,1,197,0,0,0,0,27,0,1,92,0,242
SUMNER11-2 GOODLETSVILLE,222,0,92,13,104,0,329,0,0,0,2,58,0,4,256,0,405
SUMNER9-1 NANNIE BERRY,195,2,151,15,106,0,329,2,0,0,1,69,0,1,282,0,404
TROUSDALEPAPER BALLOTS,25,0,2,0,0,0,7,1,0,1,0,1,0,0,0,0,4
VAN BURENCUMMINGSVILLE -4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,1
VAN BURENCUMMINGSVILLE -6,20,1,15,1,7,0,27,0,0,0,0,3,0,0,10,0,51
WAYNE4-2 SHAWNATEE,10,0,2,0,6,0,45,0,0,0,1,4,0,0,15,0,68
WILLIAMSON1-APR,178,0,125,8,56,2,254,1,0,0,0,114,0,3,460,0,316
WILLIAMSON1-AUG,134,0,89,3,57,0,232,1,0,0,0,81,0,2,258,1,225
WILLIAMSON1-DEC,143,0,115,7,58,0,231,1,0,0,2,76,0,0,302,1,218
WILLIAMSON1-FEB,98,1,48,6,79,1,235,0,0,0,1,42,0,3,194,0,297
WILLIAMSON1-JAN,144,0,98,5,63,0,266,1,0,0,0,20,0,4,162,0,353
WILLIAMSON1-JUL,225,0,125,18,101,1,410,1,0,1,0,176,0,2,683,0,509
WILLIAMSON1-JUN,255,3,134,20,97,4,326,2,0,0,4,175,0,1,597,0,408
WILLIAMSON1-MAR,144,0,103,6,115,1,340,0,0,0,1,46,0,2,354,1,319
WILLIAMSON1-MAY,144,1,76,11,36,1,208,0,0,0,1,67,0,2,307,0,273
WILLIAMSON1-NOV,187,0,85,14,71,2,198,0,0,0,0,73,0,2,278,0,249
WILLIAMSON1-OCT,218,0,158,8,82,1,317,1,0,0,1,91,1,4,394,0,282
WILLIAMSON1-SEP,88,0,101,8,64,1,251,0,0,0,0,83,0,1,345,0,191
WILLIAMSON2-APR,137,0,62,12,61,0,304,1,0,0,0,87,0,0,368,0,336
WILLIAMSON2-AUG,188,0,139,20,83,3,296,3,0,0,2,115,1,0,424,1,369
WILLIAMSON2-DEC,263,1,149,22,109,1,345,3,0,1,4,132,1,2,538,0,370
WILLIAMSON2-FEB,116,0,142,7,84,3,386,1,0,0,2,46,0,0,314,1,282
WILLIAMSON2-JAN,135,0,127,5,71,0,219,1,0,0,2,48,0,3,119,0,348
WILLIAMSON2-JUL,152,0,88,12,49,2,210,1,0,0,1,103,0,0,323,0,324
WILLIAMSON2-JUN,171,2,95,6,69,4,215,0,0,0,0,93,0,2,386,0,315
WILLIAMSON2-MAR,105,0,85,4,59,0,242,1,0,0,0,50,0,2,237,0,224
WILLIAMSON2-MAY,168,4,89,5,90,2,353,1,0,0,0,59,0,3,301,0,299
WILLIAMSON2-NOV,174,0,123,10,66,0,148,0,0,0,4,51,1,3,176,2,177
WILLIAMSON2-OCT,229,2,108,1,57,0,161,1,0,0,0,42,1,0,189,0,170
WILLIAMSON2-SEP,152,2,110,8,59,1,258,1,0,0,1,79,0,2,278,0,295
WILLIAMSON3-APR,175,1,101,8,68,0,299,1,0,0,2,100,1,4,435,0,282
WILLIAMSON3-AUG,166,1,91,7,59,0,251,0,0,0,1,131,0,0,482,0,272
WILLIAMSON3-DEC,111,0,78,5,69,0,290,0,0,0,2,48,0,2,275,0,230
WILLIAMSON3-FEB,135,0,91,11,125,2,363,1,0,0,3,110,0,1,443,1,387
WILLIAMSON3-JAN,71,2,40,0,31,0,142,0,0,0,1,21,0,2,72,0,169
WILLIAMSON3-JUL,221,3,111,20,80,1,282,1,1,3,1,202,0,4,496,1,352
WILLIAMSON3-JUN,155,1,76,15,45,0,181,1,0,0,0,126,0,0,354,0,271
WILLIAMSON3-MAR,72,2,90,6,73,0,262,1,0,0,2,26,0,2,176,0,181
WILLIAMSON3-MAY,111,0,54,7,63,0,226,1,0,0,1,62,1,1,208,0,306
WILLIAMSON3-NOV,178,0,115,8,71,0,331,0,0,0,0,85,0,0,390,1,308
WILLIAMSON3-OCT,145,0,129,5,64,1,290,3,0,0,0,85,0,1,381,0,242
WILLIAMSON3-SEP,171,1,126,13,56,0,328,1,0,0,0,133,1,0,513,1,348
WILLIAMSON4-FEB,51,0,16,7,35,1,116,0,0,0,0,34,0,3,81,0,145
WILLIAMSON4-JAN,32,0,9,0,24,0,84,0,0,0,0,13,0,2,47,1,88
WILLIAMSON4-MAY,127,0,79,11,53,0,270,2,0,0,1,77,0,1,347,1,238
WILLIAMSON4-SEP,85,0,65,4,45,0,156,0,0,0,0,41,0,1,117,0,175
WILLIAMSON5-JAN,54,0,48,8,47,1,159,0,0,0,1,15,0,1,164,0,150
WILLIAMSON5-SEP,48,0,22,2,15,0,86,0,0,0,0,27,0,0,105,0,96
WILSON1-APR,126,1,93,4,75,0,279,0,0,0,1,33,0,1,155,1,387
WILSON1-AUG,159,1,96,5,77,2,283,1,0,1,1,57,0,1,225,2,311
WILSON1-DEC,77,0,28,5,26,0,137,1,0,0,3,17,0,3,67,1,189
WILSON1-FEB,118,0,98,6,79,0,268,0,0,0,0,40,0,1,218,0,240
WILSON1-JAN,163,1,94,3,72,0,259,1,0,0,1,49,0,1,185,1,351
WILSON1-JUL,62,0,27,2,24,1,92,0,0,0,0,7,0,1,47,0,130
WILSON1-JUN,143,0,52,2,46,1,246,0,0,0,2,32,0,0,104,1,281
WILSON1-MAR,156,1,101,10,86,1,335,0,0,0,1,49,0,1,218,2,408
WILSON1-MAY,144,1,64,3,89,0,386,1,0,0,2,65,0,0,195,1,450
WILSON1-NOV,312,4,165,19,91,0,329,0,0,0,0,158,0,1,372,0,459
WILSON1-OCT,154,1,102,5,90,1,286,0,0,0,5,40,0,0,197,0,324
WILSON1-SEP,108,2,48,7,31,0,141,0,0,0,2,15,0,0,64,0,209
WILSON13-1,125,3,104,12,98,0,275,0,0,0,4,34,0,1,156,2,466
WILSON14-1,158,0,80,7,73,1,283,0,0,0,2,23,0,1,168,0,403
WILSON15-1,125,3,53,8,68,1,208,1,0,1,0,12,0,0,90,0,314
WILSON16-1,148,0,76,5,65,0,228,1,1,1,1,42,0,4,160,0,324
WILSON17-1,169,3,72,3,58,0,244,0,0,0,3,33,0,2,159,0,332
WILSON18-1,149,1,108,7,73,0,297,0,0,0,1,48,0,2,159,0,419
WILSON19-1,130,0,61,4,46,1,179,0,0,0,2,27,0,3,95,0,238
WILSON2-APR,24,2,7,2,16,0,42,0,0,0,0,5,0,0,29,0,80
WILSON2-DEC,64,2,39,5,32,1,124,0,0,0,0,13,0,2,52,0,198
WILSON2-JUL,71,1,53,3,30,1,121,0,0,0,1,11,0,0,48,0,159
WILSON2-SEP,26,0,8,0,9,0,74,0,0,0,1,6,0,0,21,0,95
WILSON20-1,172,2,39,0,8,0,39,0,0,0,0,4,0,0,20,0,80
WILSON21-1,103,0,25,2,13,1,48,0,0,0,0,8,0,2,33,0,67
WILSON21-2,35,0,22,1,13,0,61,1,0,0,1,7,0,0,41,0,101
WILSON22-1,135,1,100,2,59,0,226,0,0,0,0,29,0,1,157,0,327
WILSON23-1,140,0,72,4,101,1,366,0,0,0,2,70,0,2,255,0,506
WILSON24-1,129,1,88,8,42,0,135,1,0,0,3,31,1,1,123,1,203
WILSON25-1,86,0,55,6,28,0,192,0,0,0,1,19,0,1,122,0,219
WILSON25-2,63,1,31,3,20,1,182,0,0,0,0,23,0,2,81,0,192
